60, -40, 30.088
59.474, -41.918, 20
58.463, -43.634, 20
57.158, -45.143, 20
55.677, -46.483, 20
54.088, -47.695, 20
52.416, -48.792, 30.464
50.683, -49.79, 49.791
48.918, -50.73, 67.838
47.122, -51.609, 84.5
45.292, -52.416, 99.419
43.451, -53.196, 100
41.583, -53.911, 100
39.706, -54.6, 100
37.813, -55.245, 100
35.909, -55.857, 100
33.995, -56.438, 100
32.072, -56.985, 100
30.141, -57.505, 100
28.202, -57.995, 100
26.256, -58.457, 100
24.305, -58.895, 100
22.346, -59.302, 100
20.385, -59.692, 100
18.416, -60.044, 100
16.446, -60.39, 100
14.468, -60.686, 100
12.491, -60.983, 100
10.506, -61.229, 100
8.52, -61.47, 100
6.531, -61.673, 100
4.539, -61.857, 100
2.546, -62.016, 100
0.55, -62.14, 100
-1.447, -62.254, 100
-3.446, -62.316, 100
-5.445, -62.377, 100
-7.445, -62.379, 100
-9.445, -62.374, 100
-11.444, -62.321, 100
-13.442, -62.245, 100
-15.439, -62.133, 100
-17.433, -61.981, 100
-19.425, -61.803, 100
-21.411, -61.567, 100
-23.395, -61.316, 100
-25.368, -60.988, 100
-27.339, -60.652, 100
-29.293, -60.225, 100
-31.245, -59.791, 100
-33.171, -59.253, 100
-35.094, -58.704, 100
-36.982, -58.044, 98.247
-38.861, -57.361, 95.628
-40.696, -56.565, 92.934
-42.509, -55.725, 90.161
-44.273, -54.783, 87.298
-45.99, -53.76, 84.342
-47.66, -52.66, 81.274
-49.238, -51.434, 78.09
-50.778, -50.159, 74.768
-52.174, -48.727, 71.29
-53.498, -47.233, 67.64
-54.709, -45.642, 63.774
-55.763, -43.945, 59.665
-56.743, -42.203, 55.247
-57.5, -40.352, 50.44
-58.169, -38.471, 45.136
-58.676, -36.537, 39.105
-59.039, -34.574, 31.972
-59.298, -32.591, 22.676
-59.442, -30.571, 0
-59.442, -30.571, 0
-60.87, -10.622, 0
endData
127
100
200
60, -40, 58.631, -59.742, -58.053, -82.524, -59.442, -30.571
#PATH.JERRYIO-DATA {"appVersion":"0.4.1","format":"LemLib v0.4.x (inch, byte-voltage)","gc":{"robotWidth":15,"robotHeight":13,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":2,"controlMagnetDistance":0.7750015500031,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"4uOgJsIrrT","x":60,"y":-40,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"GzQ3OlVr21","x":58.63120784794605,"y":-59.74248927038627,"lock":false,"visible":true,"__type":"control"},{"uid":"oQmgHaOJHm","x":-58.05334150827713,"y":-82.52375843041081,"lock":false,"visible":true,"__type":"control"},{"uid":"KwvM4WYX9l","x":-59.4424432863274,"y":-30.57135193133048,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"uid":"YpNhKXe7ac"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":4,"label":"4"},"step":0.01,"from":1.4,"to":1.8},"maxDecelerationRate":127},"name":"Path","uid":"hFsi8rYp9E","lock":false,"visible":true}]}
